image,label,delta_low_mean_50_100,delta_mid_mean_50_100,delta_high_mean_50_100,delta_low_std_50_100,delta_mid_std_50_100,delta_high_std_50_100,delta_low_mean_100_150,delta_mid_mean_100_150,delta_high_mean_100_150,delta_low_std_100_150,delta_mid_std_100_150,delta_high_std_100_150,delta_low_mean_150_200,delta_mid_mean_150_200,delta_high_mean_150_200,delta_low_std_150_200,delta_mid_std_150_200,delta_high_std_150_200,delta_low_mean_200_300,delta_mid_mean_200_300,delta_high_mean_200_300,delta_low_std_200_300,delta_mid_std_200_300,delta_high_std_200_300,delta_low_mean_300_400,delta_mid_mean_300_400,delta_high_mean_300_400,delta_low_std_300_400,delta_mid_std_300_400,delta_high_std_300_400,delta_low_mean_400_500,delta_mid_mean_400_500,delta_high_mean_400_500,delta_low_std_400_500,delta_mid_std_400_500,delta_high_std_400_500,delta_low_mean_500_750,delta_mid_mean_500_750,delta_high_mean_500_750,delta_low_std_500_750,delta_mid_std_500_750,delta_high_std_500_750
members/member_295.png,1,-0.0058915466070176,-0.03472824394702921,-0.060144141316413796,-0.0012833904474974008,-0.0012346720322966003,-0.0020765606313942996,-0.0011593122035265004,-0.01901328936219209,-0.022318501025438295,0.0006251716986298006,-0.0008181990124286002,-0.0011591515503824,-0.004564883187413202,-0.009423270821571406,-0.011904092505574303,-0.0009528645314276002,0.0008371574804187003,-0.0013020497281105003,0.0015089083462954019,-0.012555338442325596,-0.0115975830703973,0.0014484492130578007,-0.0030723523814231,-0.0014079089742153,-0.0041960701346398024,-0.0107755111530423,-0.0057785739190876996,-0.002760042436420901,-0.0015295424964279001,-0.0009992172126659,-0.005174635909497698,-0.0086574158631265,-0.0033103474415839005,-0.0006031859666108998,-0.0013664434081875,-0.0002939966943813,-0.012740158708766101,-0.0064747294236439995,-0.0018710975564317,-0.0050297610578128,-0.0008714783380127369,-6.488888902819108e-05
members/member_296.png,1,-0.005845416337251601,-0.028895519673824296,-0.07523453980684289,-0.0013526156544686006,-0.0027113785035908005,-0.0030114217661321,-0.0042322594672442,-0.013942543417215299,-0.033148515969514805,-0.0021850140765308996,0.0005288589745760007,-0.0026792902499438,-0.001113591715693498,-0.008690644055604997,-0.0199565254151821,0.0008988361805678004,-0.0021010148338974,-0.0013069594278931002,-0.001700308173894799,-0.012973103672266006,-0.0203509982675314,0.0009961798787116996,-0.0005617835558951005,-0.0021374803036452,-0.007533265277743402,-0.011676127091050096,-0.0100209731608629,-0.0030011292546987993,-0.0016699687112123,-0.0011188628559466,-0.0039013791829346986,-0.0107891317456961,-0.0049595427699387,-0.0005125231109559007,-0.0020632629748433,-0.0003011715161847,-0.011514785001054401,-0.0086681158863939,-0.0029710171220359,-0.0036034505465067997,-0.0010828887134266539,-8.571976650267475e-05
members/member_297.png,1,-0.0037678107619286,-0.0308967605233193,-0.05715446919202799,-0.003020580857992101,-0.0033398857340217,-0.0017673852853476993,-0.0049457848072052,-0.015533868223428698,-0.0315431877970696,0.0007987795397638997,7.638242095710061e-05,-0.0032622315920889005,-0.003131404519081102,-0.012030683457851403,-0.0196642018854618,0.0008794348686934003,-0.0013965764082968,-0.0007510152645409996,-0.004171352833509397,-0.0199302714318037,-0.021274341270327603,-0.0005726907402276993,-0.0039321945514529996,-0.0026711527025327,-0.006108105182647802,-0.0125104486942292,-0.010138076264411199,-0.0015871427021921002,-0.0004476781468838002,-0.0007610980246681,-0.0077037047594785,-0.0081740994937717,-0.0042730644345283005,-0.0023344783112407,-0.0016505017410964,-0.00017326509987469998,-0.014104627422057099,-0.005969467893010101,-0.0023710995155853,-0.0038920497754589,-0.0009026967272802365,-5.331009379004752e-05
members/member_298.png,1,-0.0065223015844822,-0.018398419022560106,-0.0478437170386314,-0.001876946538686801,-0.0042522829025984,-0.0044150725007057,-0.003145121037960101,-0.0104851424694061,-0.0234591588377953,-0.0012631020508705997,-0.0017560180276633003,-0.0024373405613004996,-0.0017485655844210989,-0.007048096507787795,-0.014914035797119099,0.0005260845646261995,4.93796542287003e-05,-0.0012622019276022998,-0.004562566988170201,-0.011008076369762407,-0.0199942421168089,-0.0011145872995258002,0.00037336628884079934,-0.0028824756154790998,-0.0007465090602636008,-0.010283265262842196,-0.0095034372061491,0.0017298278398812008,-0.0028388954233378,-0.0008590274956077,-0.004919038154184799,-0.0104594230651855,-0.0047823369968683,-0.004338523605838401,-0.0019550843862816995,-0.0003566505620256,-0.0079799763625488,-0.011454938852693901,-0.0030301213555503,-0.0029030061559752003,-0.0016350404112017113,-0.00014327765529736938
members/member_299.png,1,-0.0054917372763156995,-0.017738711088895805,-0.03919702023267749,-0.0014700535684824007,-0.0003976374864578004,-0.002716878429055199,-0.0018054284155369013,-0.009291294962167698,-0.024465862661600106,-0.00027002114802599994,-0.0002689636312426004,-0.0021455329842866005,0.0009104982018471007,-0.008150555193424197,-0.0173485167324543,0.0014086393639445999,-0.0014233300462364994,-0.0021532289683817997,-0.003778629004955302,-0.010164894163608603,-0.0196865405887365,-0.0036059743724764,-0.0020586093887686,-0.0019020026084036001,-0.004632381722331099,-0.0133951837196946,-0.0101314405910671,0.00016298005357389973,-0.0021319878287614,-0.0007988855359144999,-0.003274661488831,-0.0084069981239736,-0.004478583810851,-0.00019180588424209943,-0.0013772189849987002,-0.00023346675880011697,-0.013005284010432699,-0.0061348927847576,-0.0024729864235269,-0.003980234323535101,-0.0007273685077961948,-4.812339102500118e-05
members/member_300.png,1,-0.0034108310937881053,-0.0279455482959748,-0.07364211231470111,0.00031562056392430045,-0.0028000948950649,-0.0079004424624145,-0.003770899027585997,-0.016550190746784196,-0.036717865616083104,-8.478667587039947e-05,-0.00023658853024239972,-0.0022160508669912997,-0.002988366410136202,-0.012653641402721405,-0.0199381858110428,-0.0008930158801377002,-0.0024943691678344995,-0.0016463238280267,-0.0039683133363724,-0.018944658339023597,-0.021713951602578198,-0.00015392107889060022,-0.0006968677043915003,-0.0016508080880157001,-0.006089314818382298,-0.0169653929769993,-0.009803307242691501,-5.845911800799776e-06,-0.003444358240813,-0.0006337138474919,-0.005758698098361501,-0.0123814158141613,-0.004327569855377101,-0.0031022680923343,-0.0019359417492523998,-0.0002137171104550236,-0.0110462059965357,-0.009373133012559199,-0.0023378864425466998,-0.0031718929531053004,-0.0010698581281757941,-2.753883381956257e-05
members/member_301.png,1,-0.002408385276794399,-0.023127958178520203,-0.050493173301219885,-0.0002536028623581002,-0.0009520403109491002,-0.0009213713929056991,-0.005248285830020998,-0.012168578803539207,-0.01833034679293641,-0.0013666525483130992,-0.0002808333374560001,-0.0030792485922575006,-0.00047811120748520244,-0.005153741687536295,-0.0120107270777225,9.540189057589965e-05,0.00040824571624399966,0.00018928991630670026,-0.00044103711843489907,-0.009617492556571905,-0.020646341145038598,-0.00041095726191999957,-0.0025398544967174,-0.0021735192276536998,-0.0033006463199852995,-0.012233125045895597,-0.014889902435243199,-0.0012434241361916005,-0.0010993857868015992,-0.0017053835326806001,-0.006145799532532699,-0.011999192647636001,-0.0086562242358922,-0.0006776093505323003,-0.0022178253857419003,-0.00048751229769550004,-0.014666288625449001,-0.012731906608678399,-0.0051319132035133,-0.0049592948053032,-0.001661269736359773,-0.00010073090379585006
members/member_302.png,1,-0.004746319726109501,-0.03194057568907731,-0.0514058694243431,0.00031600240617989973,-0.004359096754342301,-0.0033328831195830995,-0.003199756145477302,-0.019900243729353,-0.023105887696147003,-0.001694098114967399,-0.0011064414866267993,-0.0020311761181801002,-0.004092685878276797,-0.0111871585249901,-0.010737959295511197,0.0005726818926632994,-0.0006460365839303008,-0.0007368337828665998,-0.0054848995059729,-0.0140444468706846,-0.009981282521039301,-0.0014828001148998998,-0.0017312786076217994,-0.0009853708907031,-0.0021988237276673005,-0.0079539730213582,-0.0038213438820094,-0.0005435808561742002,-0.0014462803956121002,-0.00028594858304130003,-0.004431351087987501,-0.0042243388015777,-0.0016264697769656,-0.0001275031827390992,-0.0007208887836895999,-7.566343992944922e-05,-0.006830582395195899,-0.0027904576709261997,-0.0008936614976846999,-0.003973788348957801,-0.00053259892411,-3.489055234240368e-05
members/member_303.png,1,-0.0059950985014438005,-0.0244635492563247,-0.035023596137762104,-0.0018482813611626998,-0.0010601971298456001,-0.0023540630936623,-0.0025606751441956017,-0.013188533484935795,-0.0150289796292782,0.0021908441558480003,-0.0003268728032708003,-0.0014995469246059999,-0.001690838485956199,-0.0063871387392282035,-0.0092736519873142,-0.0006881752051413007,-0.0018719271756708995,-0.0008803978562354998,-0.0021490715444088017,-0.011479271575808601,-0.011808099225163399,0.00047246878966689977,-0.0011520590633154002,-0.0017951022018678,-0.003989630378782699,-0.007740006782114499,-0.005327710416168,-0.0031266123987733997,-0.0016846465878189003,-0.0006276996718952999,-0.0014397669583559002,-0.005074128042906499,-0.0024598910240456995,0.00022456189617510013,-0.0006662136293015999,-0.0001231998176080335,-0.0077343280427158,-0.0040540067857364,-0.00139077717904,-0.0032556136138737,-0.0008417102690145223,-4.503424133872613e-05
members/member_304.png,1,-0.0035205408930777983,-0.0189016237854958,-0.0517415478825569,-0.00032673869282000105,-0.003937583882361599,-0.002814803272485701,-0.0030594170093537,-0.015240799635648707,-0.027593709528446198,-0.0005012061446904997,0.0003515859134495007,-0.0010999543592333993,-0.002610998228192298,-0.0118141770362854,-0.014865506440401105,-0.0009652208536864004,-0.0005676732398570009,-0.0023493692278862004,-0.0048012603074312,-0.0201075542718172,-0.017236562445759798,-0.0010784314945339992,-0.0034490190446376003,-0.0015384953003377,-0.003912804648280199,-0.012372840195894198,-0.008238774258643299,-0.000998995732516,-0.0020619721617549996,-0.0005937255045863999,-0.004306171089410801,-0.0081345778889954,-0.0037847652565688003,-0.0017719767056406004,-0.0008355698082596001,-0.0003173071600032,-0.010066642542369601,-0.0066377076436766,-0.0021303014509613002,-0.0031511161359957995,-0.0011138219560961886,-9.190409764404679e-05
members/member_305.png,1,-0.006612844765186299,-0.013032313436269802,-0.0321692302823067,-0.0025483616627753006,1.399777829699106e-06,-0.0019800802692770993,-0.0020985845476389,-0.012681312859058304,-0.017747543752193395,0.00019678194075820055,-0.002722101286053699,-0.0021792296320200005,-0.001873806118965201,-0.007234051823616097,-0.011709770187735603,-0.0011599319986999,-0.0009007826447486999,-0.0016281518619506996,-0.003141224384307799,-0.010134436190128302,-0.012890575453639,-7.434887811539996e-05,-0.0004926123656332007,-0.0012114581186325002,-0.004293345846235801,-0.0064604114741086995,-0.005802515428513301,-0.00011983746662730041,-0.0013604986015706994,-0.0005401030357461,-0.0023027425631879997,-0.0079062613658607,-0.0026064818957819997,-0.00028056558221579986,-0.0021456623217091,-0.00014619428839070004,-0.0090676613617689,-0.006557952263392499,-0.0014354143058881998,-0.0047551751486026,-0.0013905923224228828,-7.6167099905374e-05
members/member_306.png,1,-0.004687674343585999,-0.018734004348516402,-0.05386912077665332,-0.0009244941174983996,-0.0025248304009437006,-0.003430187702179,-0.00030436180531979995,-0.009477879852056496,-0.024792507290840197,-0.0014711706899106,-0.0006942013278603996,-0.0030656368471682002,-0.0024699531495570998,-0.0084476247429848,-0.015548460185527795,-0.0004174788482487002,0.0016384646296500995,-0.0017544482834636996,-0.0031673032790422995,-0.013094769790768603,-0.018384773284196805,7.83596187830006e-05,-0.0031337137334048,-0.0016401378670708,-0.004250641912221902,-0.0118672344833613,-0.0086748716421426,-0.0007161106914282001,-0.0014801365323364995,-0.0009062588796950001,-0.0029385639354585994,-0.008550719358027,-0.0036640728358178997,-0.0007025864906609006,-0.001454409910366,-0.00038461740041390003,-0.0113055828260258,-0.008141393424011701,-0.0019920088670915,-0.0036199419992044993,-0.001520907193480426,-3.8281716115249166e-05
members/member_307.png,1,-0.0061546452343464,-0.023739341646432897,-0.04743062704801561,-0.0022142524830997008,-0.005018058232963101,-0.002001912798732499,-0.0054092947393655985,-0.011582344770431498,-0.023294292390346492,0.0015789899043738998,0.0028193565085530004,-0.00011519249528650025,-0.0002351794391870013,-0.0090229138731956,-0.013600081205368,-0.0013083452358842,-0.0030610966496169003,-0.0025568364653736,-0.0066264569759369,-0.008861823007464402,-0.014160882681608204,-0.0016574133187532,-0.0007113711908460002,-0.0013654357753693997,-0.0021704230457543997,-0.009184239432215701,-0.009464010596275399,0.00029384763911360044,-0.0021434719674289,-0.0017229515360668002,-0.0039430437609554,-0.00737714022398,-0.0048099996056407,-0.0018488387577235005,-0.0014589796774089998,-0.0003644316602731,-0.0095865301555022,-0.0074442863697186,-0.0028598566277652,-0.0031573275336996,-0.001069474637915766,-0.0001315853260166342
members/member_308.png,1,0.0005787573754788,-0.037822760641574804,-0.061289377510547596,0.0010133320465684006,-0.0006851414218544995,-0.004373935982584999,-0.006143908947706299,-0.0184524059295655,-0.027535445988178295,-0.0005736965686082996,-0.0023126280866563,-0.0003137653693556005,-0.0008314885199070046,-0.012049585580825799,-0.0151249915361404,-0.0010017789900303008,-0.0007186895236373,-0.0019961139187216997,-0.0067080706357956,-0.022999793291091898,-0.0195540990680457,-0.0005662133917212001,-0.0029503111727536,-0.0022512051509693005,-0.007572129368781998,-0.016521808691322803,-0.0088344207033515,-0.0011033634655178,-0.0022973745362833004,-0.0006465719488915999,-0.007603213191032399,-0.0091187860816717,-0.0039582652971148005,-0.0019264980219303998,-0.0007368774968199,-0.00024395077343787683,-0.010542809031903801,-0.0056367004581262,-0.0021644398075296,-0.0038650648202747002,-0.000524058483279037,-4.1343555494677275e-05
members/member_309.png,1,-0.004888271912932399,-0.0295093059539795,-0.065439373254776,-0.0029397220350801997,-0.002635003067553001,-0.0011000540107488,-0.008083853870630299,-0.014386102557182305,-0.025478508323431008,0.00020944280549880026,0.0009126751683652002,-0.0020510656759142997,-0.001029092818498601,-0.010098483413457898,-0.014771897345781299,-0.0006624665111303,-0.0021831123158336,-0.0015659921336919004,-0.003066278994083401,-0.0113357547670603,-0.018050693906843697,-0.0004743896424771006,-0.0019440387841314,-0.0023798850597814,-0.005569211207330298,-0.010807813145220299,-0.009209272451698801,-0.0020406339317559996,-0.0015951939858496,-0.0007476756290998,-0.0025724656879901,-0.0074439463205635,-0.0040164957754314,0.0008768877014518001,-0.0010938795749098002,-0.00016689024050719754,-0.0076879175612703,-0.0050776927964762,-0.0022101580398157,-0.0040290674660355,-0.0006081650099076336,-2.3597778636030853e-05
members/member_310.png,1,-0.0046944394707678985,-0.035330131649970994,-0.057252511382102994,-0.0042064366862178005,-0.002136026509106201,-0.0028942353092134,-0.006251411512494098,-0.024368222802877502,-0.0222673825919628,-0.0019229399040340996,-0.002773534972220699,-0.0010070798452943,-0.004307219758629799,-0.013996284455060896,-0.0107889790087939,0.0015188902616500993,-0.0013462640345095998,-0.0009051060769707001,-0.007545581087470103,-0.0205901842564345,-0.008548811543732798,-0.0010055038146674997,-0.0029538983944804,-0.0006774226785638,-0.006162988953292299,-0.010840854607522502,-0.0032761187758297,-0.0020012799650431,-0.0011625267798081001,-0.0003917317881132,-0.0039727063849569,-0.005392805207520699,-0.0012307076831348,-0.0011961958371102996,-0.0004912950680591,-3.717224899444499e-05,-0.006027666968293499,-0.0036455970839597,-0.0006594298392883461,-0.0027094592805951,-0.000700217813573473,-2.6538935344433412e-05
members/member_311.png,1,-0.0048117637634278,-0.02349279820919041,-0.0733745172619819,0.0007219919934869003,-0.00417126622051,-0.0060824691317975,-0.0060859974473715,-0.015233911573886795,-0.03851819783449179,-0.0015313206240535,-0.0008652242831885997,-0.0013911430723965003,-0.0015653967857359972,-0.010843940079212203,-0.0217265449464321,0.00041109742596740027,-0.0009377710521221005,-0.0022838052827865,-0.004000881686806703,-0.018302410840988197,-0.022885719314217602,-0.0025396058335900003,-0.0019850537646561995,-0.0010642487322912,-0.0017640534788369976,-0.0114024979993701,-0.0094034192152321,0.0010175895877183004,-0.0013159383088350001,-0.0007512656738981,-0.004906885325908701,-0.0074384063482284,-0.0039524293970317,-0.0021548890508712006,-0.0012658492778428,-0.00017642600869300002,-0.0076082404702902,-0.0056232243368868,-0.0021446607715915,-0.0028383656172081997,-0.0007791306015860415,-6.946933353895055e-05
members/member_312.png,1,-0.004911858588457101,-0.022066719830036108,-0.07625651359558111,-0.0020606736652552995,0.00035651680082079973,-0.0024712113663554,-0.0017852596938610008,-0.016953855752944995,-0.031649209558963706,0.0009251334704459,-0.0024506933987140005,-0.001905207987874801,-0.0041406061500311,-0.011234790086746202,-0.018062375485897092,6.521912291640019e-05,-0.0015407479368150998,-0.00037460867315529996,-0.004884788766503299,-0.013698590919375402,-0.014386370778083801,-0.0013447450473904003,0.00024158740416169947,0.0007932311855257,-0.0027033071964979,-0.010082585737109198,-0.012714164331555401,-0.0006526284851133997,-0.0030413665808736996,-0.0051897934172303,-0.0032903915271163004,-0.006561916787177301,-0.011934184934943899,-0.0006813025102019995,-0.0009054990368895001,-0.0009067035280168,-0.0079376440262422,-0.0043205379479332,-0.007139932597056,-0.003964350966271,-0.0008428730834566256,-0.00019702081408458748
members/member_313.png,1,-0.0008658729493617942,-0.028548188507556894,-0.0598844513297081,0.001175304874777799,0.0008390648290514001,-0.0036533204838634006,-4.993006587020177e-05,-0.013797968626022304,-0.024755280464887605,-0.0019282540306449006,-0.0029977210797368994,-0.0018372368067503001,-0.009894562885165301,-0.009985566139221198,-0.0138252098113299,-0.001473977230489299,-0.0004860442131758005,-0.0018236865289508997,-0.0078394748270511,-0.013234982267022199,-0.014222311787307299,-0.0008977223187685004,-0.0012803853023796996,-0.0015232390724122,-0.0051619317382573995,-0.010013449937105099,-0.0061411093920469,-0.0014654183760284996,-0.0015191258862615,-0.00043306089355609997,-0.0049189087003470005,-0.006305795162916201,-0.0027480104472488,-0.0011894865892828005,-0.0011562707368284002,-0.0001388367600157,-0.007104622432961999,-0.0059426127991174,-0.0015216169995256,-0.0033144919434561996,-0.0011860731792694057,-8.387337948078434e-05
members/member_314.png,1,-0.0066559128463268,-0.031948834657669095,-0.055930674076080295,-0.0015224590897559998,-0.0035673426464200002,-0.004197044763714,-0.0012659020721913009,-0.014513034373521805,-0.0249804146587849,0.0012789303436876003,-0.0022836714051663997,-0.0017674700357020005,-0.0049094632267952,-0.011071074753999696,-0.0149584412574768,-0.0023969807662070006,-0.0005002068355679998,-0.0013541599037125997,-0.0038187876343726973,-0.0153342094272375,-0.0133873280137777,0.0001075626350939005,-0.0028219867963344006,-0.0011487263254821001,-0.0024669729173183025,-0.010173570364713702,-0.005529818357899801,0.0002060136757790999,-0.0011707110097630997,-0.0004742382443509999,-0.004430400207638798,-0.0055402694270014,-0.0023338418686762,-0.0021019703708589,-0.0006709837471135001,-0.00010512062726773588,-0.009690184378996502,-0.0037302927812561996,-0.001214311705553,-0.004189677885733501,-0.0008111706501949745,-5.446407158160582e-05
members/member_315.png,1,-0.007135871797799998,-0.025508396327495506,-0.0428986847400665,-0.0017108651809394004,-0.0047890208661556,-0.0013258331455290005,-0.0052573420107365,-0.019177697598934194,-0.015947982668876703,-0.0018406789749860998,-0.0009302333928645004,-0.0013574161566793997,-0.0027998462319374015,-0.0104783363640309,-0.009048989042639698,0.0010184580460190999,-0.0003372989594935998,-0.0009773476049304,-0.0035692267119884005,-0.014043241739273002,-0.0107127968221903,-0.0011324365623296,-0.0012788623571396004,-0.0009339536773041001,-0.0034294016659259987,-0.008737700060009998,-0.0060102129355073,0.0004068128764630006,-0.0013217041268944996,-0.0008840556838549,-0.0028769159689545996,-0.005099751520901901,-0.0036393066402525,-0.0004848102107644003,-0.0010273031657562,-0.0006371268827934,-0.0055209144484252,-0.0066985079320148,-0.0023054373596096004,-0.0035654801176861,-0.001769794958818149,-0.00010501961151018483
members/member_316.png,1,-0.004683639854192796,-0.028594508767128005,-0.05622823536396031,7.487181574099971e-05,-0.0035662585869430993,-0.0051422570832074,-0.005193110555410302,-0.016831122338771792,-0.028662845492363004,-0.002700387965887799,-7.565692067150031e-05,-0.0014013778418302007,-0.002058919519186103,-0.006040625274181401,-0.0175628140568733,0.0015566819347441994,-0.0005272119306027993,-0.0026172248180955995,-0.004302864894270897,-0.0132976546883583,-0.025624943897128098,-0.0011565121822058998,-0.0011953585781157,-0.0020831761648878,-0.003339473158121102,-0.013522444292903002,-0.012343031354248501,-0.0021171704865992997,-0.0032789562828839003,-0.0008665717032273002,-0.005491092801094,-0.011247087270021399,-0.005821295315399799,-0.0013303833547979003,-0.0013004816137254,-0.00029056542552999997,-0.0094970019999892,-0.0103742207866162,-0.0032827245013323,-0.0027816792717204,-0.0013784607726847024,-0.00011072008601329905
members/member_317.png,1,-0.0014812592417000996,-0.011696511879563304,-0.0219346284866333,4.04119491577001e-05,0.00040448084473609924,-0.0018326630815863002,-0.0024708565324544976,-0.0046871304512023995,-0.009616428986191701,-0.0005680280737578999,-0.0013488847762345999,-0.0008061002008617002,-0.0030645951628684998,-0.0018163379281758985,-0.006966581568122,0.0016547949053347007,-0.0005322522483766001,-0.0013990476727486,-0.002582305110991001,-0.004090433940291502,-0.0093128206208348,-0.002597008831799001,-4.499405622479958e-05,-0.0012375154765323,-0.0021007871255279004,-0.003101723268628098,-0.0064661125652492,6.914697587489995e-05,0.0006184168159960998,-0.0009273018804378,-0.0028816228732466993,-0.0028815073892474,-0.0039706830866635,-0.0009484319016337993,-0.0014684977941215,-0.0006216568872333,-0.007321355398744301,-0.0105606050929055,-0.0029417685000226,-0.0034148555714637,-0.0035731063690035997,-0.0001561206881887611
members/member_318.png,1,-0.0022741258144378003,-0.019381057471036904,-0.041899632662534804,0.0006661126390099994,-0.002064842265099301,-0.0036957105621695996,-0.0020303763449192012,-0.0085564218461514,-0.020966421812772702,-0.000897899270057699,4.990724846730063e-05,-0.0018287841230631005,-0.0033812914043665,-0.0080064795911312,-0.010432617738842999,-0.0005405219271779008,-0.0012714639306069002,0.0001933551393449003,-0.005614142864942599,-0.007858596742153098,-0.011991443112492499,-0.0019770874641835993,-0.0014783174265176001,-0.0020553325302898,-0.0036243321374058984,-0.0069380952045322,-0.0081843733787537,-0.00029876874759789986,-0.001277370378375,-0.0014648570213467,-0.0046884343028068005,-0.0051186084747314,-0.004164928570389699,-0.0011629122309387008,-0.0013080112403259,-0.0005110973725096001,-0.0089470033999533,-0.0043370054336265,-0.0025477330054855,-0.003911173553206,-0.0010332530946470452,-6.589228723888438e-05
members/member_319.png,1,-0.0059609264135360995,-0.012635752558708108,-0.0461753718554974,-0.00032839830964800053,0.00021672528237109967,-0.0017621503211558004,-0.0014545992016792991,-0.010880559682846097,-0.022571876645088196,0.0003286758437753001,-0.002026665955781999,-0.002708901418373,-0.004302596673369401,-0.007723625749349601,-0.014231085777282701,-0.0008918824605644001,-0.0002799038775265,-0.0014468638692050999,-0.002501405775547,-0.013753712177276597,-0.0138641633093357,-0.0020810179412365003,-0.0027862284332514,-0.0013891135458835003,-0.003115390427410601,-0.009713180363178302,-0.0064435182139278005,0.0017460994422436003,-0.0014371294528245002,-0.0004900229396298,-0.0010395478457211997,-0.0070410235784948,-0.0028259149985388,-0.0018918667919934004,-0.0014508927706628999,-0.00035643349838209446,-0.0096076305489987,-0.0066901067038998,-0.001520632111351,-0.0044803043128923,-0.0012090815307601588,-4.656487362808547e-05
members/member_320.png,1,-0.0037292167544364964,-0.033767033368349096,-0.023129688575863897,-0.0006028888747096001,-0.0043491586111486,-0.0004863750655204999,-0.0020282194018363987,-0.0120220351964235,-0.007565982639789602,-0.00037344079464670006,-0.0006435676477849002,-0.00037079863250250034,-0.005546316504478503,-0.0042273495346308,-0.0047414321452379,-0.0002830550074577002,0.00038659945130349984,-0.0011797104962169998,-0.002715388312935798,-0.005452355369925499,-0.006503296084701999,-0.0012460290454328,-0.00018572527915240028,-0.0012179910554551,-0.003005510196089701,-0.005807046778500099,-0.004433105699718,-0.0005956664681435004,-0.0021214066073298996,-0.0007324352773139001,-0.0036530811339616984,-0.0055338907986879,-0.0024421541020273997,0.0006707003340125006,-0.0013035929296165,-0.00013828179362458293,-0.009623955818824501,-0.0045456568768714005,-0.0013831509277225,-0.0047754674451426,-0.0006161324527056229,-5.957539542578161e-06
members/member_321.png,1,-0.006136752665042801,-0.0322556346654892,-0.057866804301738795,-0.0015193186700344,-0.0038253096863628006,-0.0050101643428206,-0.004915859550237701,-0.015467021614313195,-0.0259169861674308,-0.002005124930292399,-0.0009456225670873997,-0.0003408696502447007,-0.0036110747605562,-0.0135311968624591,-0.016001220792532002,0.0011964729055762994,-0.0022773058153689003,-0.002216310473159,-0.003801060840487501,-0.016733191907405902,-0.0141633078455925,-0.0007038721814751998,-0.0009286042768508001,-0.0016921748756430998,-0.0034075453877448984,-0.012633222155273002,-0.0067727575078607005,-0.0023154052905738,-0.0014890397433191,-0.0005212037940510001,-0.004357461817562599,-0.006872121710330199,-0.0029847468249499,-0.00038779014721519994,-0.0013418057933449997,-0.00022227389854370764,-0.009230955271050301,-0.0052910718077328,-0.0016361858288292,-0.0032408242113888003,-0.0007146363350329456,-5.656496432493441e-05
members/member_322.png,1,-0.005704930052161199,-0.015986032783985193,-0.0518608167767525,-0.00035857874900100013,-0.0008303485810756996,-0.0022119469940662002,-0.0027234256267547018,-0.011691667139530203,-0.0343412011861801,-0.0003632451407611006,-0.0020827730186283007,-0.0026305005885661004,-0.0009161215275525977,-0.006788358092308003,-0.024319719523191397,-0.0002958448603749995,0.0017184796743095,-0.0015881746076047004,-0.0033969394862652,-0.012841939926147496,-0.0297261457890272,-0.0020727850496768006,-0.0032443637028337,-0.0030365526909008995,-0.0031612850725651013,-0.011000474914908402,-0.0145591096952558,-0.00021902099251749994,-0.0010882765054702993,-0.001100659603253,-0.0023206276819110003,-0.010437780059874,-0.0070212646387518,-0.0012554645072669,-0.0020305549260229002,-0.0006252300954657,-0.008343828143551899,-0.013996692141518,-0.0046383564767893,-0.0026373208966106,-0.0021300945154506664,-0.00012741592581723806
members/member_323.png,1,-0.006241612136363997,-0.033291347324848106,-0.0646354965865612,0.0003990195691585992,0.000997136346995801,-0.004609721247106799,-0.004706572741270003,-0.015641383826732698,-0.0246270410716534,0.0004428699612617007,-0.0028222049586475,-0.0003144589718431,-0.0021159593015909993,-0.0133121348917484,-0.013078019022941596,-0.0025190110318362,-0.00036505656316869993,-0.0022101387148723,-0.0024042241275309996,-0.017689649015665096,-0.0126935141161084,0.0015588491223751996,-0.0033032472711057004,-0.0011316657764838,-0.0040008816868067,-0.0117777623236179,-0.0049284370616078,-0.0009246240369974994,-0.0014438366051763,-0.00034853529359680005,-0.0033373069018125014,-0.0067637450993061005,-0.0020138589898124,-0.0022463938221336,-0.000809823803138,-7.61961127863306e-05,-0.0140611408278347,-0.0044247833575355,-0.0011062935154769,-0.0036709026899188,-0.0007258833065861426,-4.3034006012021564e-05
members/member_324.png,1,-0.003178883343934999,-0.026128642261028304,-0.0435759164392948,-0.0005681514739990009,-0.0026978761889039993,-0.0034629972651601003,-0.006473449990153302,-0.012721147388219799,-0.020853620022535303,-0.0006834259256720994,0.0002698213793336998,-0.0013691172935069002,-0.003910962492227599,-0.009248547255992903,-0.013055494055151998,-3.151502460240017e-05,-0.0007879743352532005,3.4717144444600025e-05,-0.006024012342095299,-0.011870935559272797,-0.0134324878454208,-7.760385051370014e-05,-0.0021361676044761996,-0.0022198492661118,-0.0056429347023368,-0.0114258136600256,-0.0068880291655660005,-0.0015883622691034993,-0.0014951187185943998,-0.0006046320195309999,-0.0020912028849124995,-0.007481574080884399,-0.0037847715429961,-0.0004781512543559005,-0.00013423804193730005,-0.0005355207831599,-0.0078523268457502,-0.010782838449813401,-0.0028518503386295,-0.0040118070319295,-0.0031137588084674934,-0.00024301453959192437
